chr	start	end	ID	ADJ.P-value	PER	AMP	ZT1	ZT4	ZT7	ZT10	ZT13	ZT16	ZT19	ZT22	max	min	fold change	ADJ.phase
chr9	65066720	65067220	intragenic_si_9775	1.77E-05	24	2.623366158	1	1.17	0.6	2.62	2.69	9.72	10.29	5.41	10.29	0.6	17.15	19
chr9	65136659	65137159	intergenic_si_21711	0.000244031	24	1.838477631	5.01	1.17	0.6	0.44	2.33	1.31	6.02	5.9	6.02	0.44	13.68181818	19
chr9	65519254	65519754	intergenic_si_21743	0.011607466	24	0.862670273	9.01	6.65	5.59	8.57	6.64	10.77	11.29	7.87	11.29	5.59	2.019677996	19
chr9	66459482	66459982	intergenic_si_21765	0.024890262	21	3.358757211	7.51	7.04	2.4	2.76	1.26	5.26	9.54	5.41	9.54	1.26	7.571428571	19
chr9	70089074	70089574	intragenic_bi_11822	0.000244031	24	5.069955621	18.02	15.65	9.58	8.86	8.08	9.2	18.32	15.74	18.32	8.08	2.267326733	19
chr9	72511259	72511759	intragenic_bi_11846	0.00074116	24	1.852619767	8.01	3.91	6.59	3.2	5.92	6.83	8.03	8.03	8.03	3.2	2.509375	19
chr9	75292802	75293302	intragenic_si_9853	5.97E-07	24	2.609224023	6.01	4.7	2.79	1.89	2.87	4.73	8.53	6.56	8.53	1.89	4.513227513	19
chr9	98684052	98684552	intergenic_bi_11176	0.011607466	24	9.588367953	19.52	12.52	3.99	5.96	4.49	13.4	22.08	13.12	22.08	3.99	5.533834586	19
chr9	100980246	100980746	intragenic_bi_11933	0.002024057	24	1.19501046	6.01	4.7	3.39	1.45	4.13	3.94	7.53	5.08	7.53	1.45	5.193103448	19
chr9	100980389	100980889	intragenic_si_9916	0.002024057	24	1.13137085	5.51	4.7	2.79	1.45	4.13	3.94	7.03	4.92	7.03	1.45	4.848275862	19
chr9	108103417	108103917	intergenic_si_22181	0.011607466	24	1.852619767	12.01	9.39	11.38	7.41	9.16	9.99	12.3	11.8	12.3	7.41	1.659919028	19
chr9	110253086	110253586	intragenic_bi_12057	0.000244031	24	4.292138162	9.01	7.44	4.59	2.62	3.77	9.99	12.8	10.66	12.8	2.62	4.885496183	19
chr9	110253878	110254378	intragenic_si_9996	0.011607466	24	17.89687263	35.54	30.13	3.99	2.33	10.23	24.18	45.67	17.21	45.67	2.33	19.60085837	19
chr9	110780296	110780796	intragenic_bi_12069	0.002024057	24	22.91733078	49.56	39.91	16.77	17.15	28.37	28.12	63.49	62.63	63.49	16.77	3.785927251	19
chr9	110896140	110896640	intergenic_si_22234	0.002024057	24	2.093036072	6.01	5.48	2.99	3.92	3.59	4.99	10.29	6.89	10.29	2.99	3.441471572	19
chr9	111342972	111343472	intragenic_si_10012	0.002024057	24	8.266078272	17.52	8.61	18.36	22.81	25.13	28.12	28.86	13.44	28.86	8.61	3.351916376	19
chr9	111362874	111363374	intragenic_bi_12080	0.002024057	24	2.064751801	10.01	7.44	5.19	4.07	7.9	7.88	11.04	8.69	11.04	4.07	2.712530713	19
chr9	114739396	114739896	intragenic_si_10027	0.011607466	24	1.732411614	6.01	3.13	4.59	2.91	1.8	2.63	10.29	5.08	10.29	1.8	5.716666667	19
chr9	121475489	121475989	intergenic_si_22318	0.002024057	24	2.962777413	10.01	9.39	4.59	2.33	6.1	5.78	13.05	9.67	13.05	2.33	5.600858369	19
chr9	121799183	121799683	intergenic_bi_11310	0.002024057	24	3.549676042	15.02	16.04	10.38	10.17	12.03	15.24	18.82	17.05	18.82	10.17	1.850540806	19
chr9	121811215	121811715	intragenic_bi_12145	0.002024057	24	5.564930368	16.52	20.35	10.98	6.68	15.8	18.13	31.37	24.43	31.37	6.68	4.696107784	19
chr9	121821122	121821622	intragenic_bi_12148	0.002024057	24	27.8105097	162.69	209.36	123.36	63.65	162.66	125.88	411.8	225.76	411.8	63.65	6.469756481	19
chr9	121832125	121832625	intergenic_si_22334	0.002024057	24	10.24597726	25.53	30.13	17.57	8.28	27.11	32.06	49.44	48.53	49.44	8.28	5.971014493	19
chr9	121832860	121833360	intergenic_si_22335	0.000244031	24	21.13542169	81.59	73.18	51.7	30.66	71.99	67.27	112.42	101.98	112.42	30.66	3.666666667	19
chrX	7227171	7227671	intragenic_si_10090	0.011607466	24	3.266833329	10.01	7.83	5.39	5.09	3.23	9.99	11.54	8.85	11.54	3.23	3.572755418	19
chrX	12808343	12808843	intergenic_bi_11367	0.011607466	24	1.612203461	13.52	15.65	14.57	14.68	14.72	19.97	21.58	17.54	21.58	13.52	1.596153846	19
chrX	12821631	12822131	intragenic_bi_12203	0.000244031	24	8.492352442	35.04	24.65	24.55	19.47	16.7	20.23	35.13	31.48	35.13	16.7	2.103592814	19
chrX	12822092	12822592	intragenic_bi_12204	0.000244031	24	9.821713191	45.05	29.74	29.54	22.67	22.26	28.91	45.17	36.56	45.17	22.26	2.029200359	19
chrX	35807984	35808484	intragenic_si_10127	0.000244031	24	0.90509668	6.01	5.09	2.2	1.02	5.21	5.26	6.78	5.74	6.78	1.02	6.647058824	19
chrX	35819373	35819873	intergenic_si_22488	0.000244031	24	1.732411614	7.51	5.09	4.59	4.21	7	6.31	12.8	7.54	12.8	4.21	3.040380048	19
chrX	35819658	35820158	intergenic_bi_11404	0.011607466	24	1.944543648	8.51	5.87	6.59	8.28	9.34	7.36	14.05	12.95	14.05	5.87	2.393526405	19
chrX	70963605	70964105	intragenic_si_10161	1.77E-05	24	0.919238816	4	3.13	2.79	3.78	3.41	5.26	5.52	4.43	5.52	2.79	1.978494624	19
chrX	71160158	71160658	intragenic_bi_12264	0.011607466	24	1.499066376	13.01	11.35	7.98	6.83	8.8	9.72	13.3	9.18	13.3	6.83	1.947291362	19
chrX	96333171	96333671	intragenic_si_10175	0.011607466	24	1.393000359	8.01	6.26	2.2	3.2	3.59	3.68	8.53	5.08	8.53	2.2	3.877272727	19
chrX	100691167	100691667	intragenic_si_10181	0.011607466	24	2.206173157	9.01	14.09	12.38	6.39	12.39	15.5	29.86	18.2	29.86	6.39	4.672926448	19
chrX	100929462	100929962	intragenic_si_10185	0.002024057	24	3.528462838	10.51	7.83	5.99	5.52	2.87	5.78	12.05	11.48	12.05	2.87	4.198606272	19
chrX	137060100	137060600	intergenic_bi_11526	0.000244031	24	4.695189027	16.02	14.48	9.38	2.47	10.23	9.72	24.59	17.21	24.59	2.47	9.955465587	19
chr1	31003361	31003861	intragenic_si_40	0.002024057	24	0.84145707	2	1.96	2.4	0.87	2.51	3.15	5.77	3.44	5.77	0.87	6.632183908	20.5
chr1	74112566	74113066	intragenic_si_197	0.011607466	24	0.728319985	1.5	3.52	2.2	2.91	4.49	3.94	8.78	6.89	8.78	1.5	5.853333333	20.5
chr1	74762429	74762929	intragenic_si_210	0.000244031	24	1.774838021	4.51	7.83	2.99	2.62	8.26	8.93	15.81	9.67	15.81	2.62	6.034351145	20.5
chr1	74765769	74766269	intragenic_si_211	0.011607466	24	0.806101731	4	5.09	0.8	2.33	6.28	4.73	7.78	6.23	7.78	0.8	9.725	20.5
chr1	84237717	84238217	intragenic_si_230	7.09E-05	24	1.958685784	4.51	5.87	2.4	2.47	6.46	6.57	8.53	8.53	8.53	2.4	3.554166667	20.5
chr1	87953826	87954326	intragenic_si_242	0.000244031	24	1.866761902	3.5	2.35	1.8	1.02	3.41	4.99	5.27	3.44	5.27	1.02	5.166666667	20.5
chr1	92954775	92955275	intragenic_si_267	1.77E-05	24	1.400071427	2.5	1.17	1.8	0.58	1.97	3.15	5.02	3.77	5.02	0.58	8.655172414	20.5
chr1	93197797	93198297	intragenic_si_274	0.011607466	24	2.03646753	8.51	5.87	4.79	5.38	7.18	4.73	10.29	9.18	10.29	4.73	2.175475687	20.5
chr1	132694546	132695046	intergenic_bi_345	5.97E-07	24	4.610336213	19.02	12.52	6.59	12.5	14.9	15.5	26.1	24.43	26.1	6.59	3.960546282	20.5
chr1	132694749	132695249	intergenic_bi_346	5.97E-07	24	4.603265146	20.02	15.26	7.59	13.51	16.52	18.4	28.86	27.38	28.86	7.59	3.802371542	20.5
chr1	132725147	132725647	intragenic_bi_365	1.77E-05	24	8.633773798	16.52	8.61	2.2	4.07	16.34	13.93	23.09	20.82	23.09	2.2	10.49545455	20.5
chr1	132728686	132729186	intragenic_si_338	0.011607466	24	4.405275247	12.01	5.48	2.2	2.62	5.57	9.46	14.05	5.25	14.05	2.2	6.386363636	20.5
chr1	133868996	133869496	intragenic_bi_377	0.000244031	24	16.2351717	31.54	38.35	10.58	12.93	26.39	33.9	51.95	49.35	51.95	10.58	4.91020794	20.5
chr1	138434849	138435349	intergenic_bi_406	0.002024057	24	1.244507935	7.01	5.48	3.99	4.65	4.67	8.15	8.53	4.92	8.53	3.99	2.137844612	20.5
chr1	162910621	162911121	intragenic_bi_487	1.77E-05	24	4.886107858	14.02	10.17	10.58	9.01	13.64	14.98	19.82	19.67	19.82	9.01	2.199778024	20.5
chr1	162936313	162936813	intergenic_si_1135	0.011607466	24	35.16442023	246.78	294.66	239.34	172.78	329.8	289.07	433.13	401.34	433.13	172.78	2.506829494	20.5
chr1	182121680	182122180	intragenic_si_543	1.77E-05	24	9.807571055	12.01	9.39	1.4	1.89	15.8	13.14	39.9	34.76	39.9	1.4	28.5	20.5
chr1	182141037	182141537	intergenic_si_1376	0.002024057	24	1.534421715	0.5	1.17	0.2	0.15	3.95	2.37	8.53	6.89	8.53	0.15	56.86666667	20.5
chr1	182146942	182147442	intergenic_si_1379	1.77E-05	24	9.319667376	9.01	3.52	0.2	2.18	9.87	9.99	17.06	18.85	18.85	0.2	94.25	20.5
chr1	182148235	182148735	intergenic_si_1380	0.011607466	24	1.477853173	6.51	7.04	5.79	3.78	10.41	7.88	14.55	9.51	14.55	3.78	3.849206349	20.5
chr1	182150894	182151394	intergenic_bi_571	1.77E-05	24	27.51352486	30.03	16.83	10.78	11.04	40.22	37.05	67	55.74	67	10.78	6.215213358	20.5
chr1	182151018	182151518	intergenic_bi_572	1.77E-05	24	29.98132752	32.54	17.61	11.58	12.21	44.17	39.68	69.01	61.48	69.01	11.58	5.959412781	20.5
chr1	182151165	182151665	intergenic_si_1382	1.77E-05	24	6.547808794	9.51	2.74	1	3.49	6.82	8.67	15.81	13.61	15.81	1	15.81	20.5
chr1	182650071	182650571	intergenic_si_1395	0.011607466	24	0.374766594	3	4.3	2.4	2.47	4.31	2.89	10.54	6.89	10.54	2.4	4.391666667	20.5
chr1	182939787	182940287	intragenic_si_554	0.000244031	24	0.813172798	3.5	2.35	2	2.76	2.69	3.15	6.02	4.1	6.02	2	3.01	20.5
chr1	193788747	193789247	intergenic_si_1543	0.011607466	24	2.61629509	33.54	18.39	16.17	17.73	19.21	16.82	36.89	31.48	36.89	16.17	2.281385281	20.5
chr1	197067200	197067700	intergenic_bi_668	0.011607466	24	11.72383043	119.64	111.53	75.86	134.85	116.88	125.35	147.81	184.77	184.77	75.86	2.435670973	20.5
chr10	19906628	19907128	intragenic_si_671	0.000244031	24	1.350573952	1.5	1.96	0.6	1.45	0.72	2.63	5.52	3.44	5.52	0.6	9.2	20.5
chr10	66391262	66391762	intergenic_bi_850	5.97E-07	24	3.23147799	5.01	3.52	2.79	3.05	5.92	7.62	13.05	8.69	13.05	2.79	4.677419355	20.5
chr10	76032994	76033494	intragenic_bi_946	0.000244031	24	2.496086938	49.56	70.83	42.12	47.66	48.83	50.46	91.34	77.55	91.34	42.12	2.168566002	20.5
chr10	76980546	76981046	intergenic_bi_902	5.97E-07	24	4.433559518	19.52	17.22	8.38	16.86	17.06	23.13	29.11	27.71	29.11	8.38	3.473747017	20.5
chr10	77087200	77087700	intragenic_si_880	0.011607466	24	0.855599205	1.5	5.09	1	1.16	9.69	2.37	12.05	14.59	14.59	1	14.59	20.5
chr10	77088822	77089322	intragenic_si_881	0.011607466	24	1.223294731	4	5.09	2.4	2.47	9.87	4.2	12.8	13.61	13.61	2.4	5.670833333	20.5
chr10	77362839	77363339	intragenic_bi_964	0.011607466	24	2.474873734	10.01	12.91	6.99	12.79	24.06	16.29	25.35	22.13	25.35	6.99	3.626609442	20.5
chr10	86246268	86246768	intragenic_bi_1093	0.011607466	24	1.251579003	4.51	4.3	5.39	3.05	4.31	9.2	9.79	6.07	9.79	3.05	3.209836066	20.5
chr10	90642836	90643336	intergenic_si_2362	0.002024057	24	1.393000359	4	3.52	2	2.18	1.26	4.47	5.02	4.43	5.02	1.26	3.984126984	20.5
chr10	127316244	127316744	intergenic_bi_1277	0.011607466	24	44.54772721	221.25	198.01	137.94	158.25	248.29	155.31	268.76	266.58	268.76	137.94	1.948383355	20.5
chr10	128375472	128375972	intragenic_bi_1312	0.002024057	24	6.604377336	38.54	48.92	30.34	45.05	33.39	50.19	59.22	53.12	59.22	30.34	1.951878708	20.5
chr10	128375984	128376484	intragenic_bi_1313	0.002024057	24	5.734635995	37.54	45	29.34	40.98	31.6	47.04	53.7	47.05	53.7	29.34	1.830265849	20.5
chr11	4021578	4022078	intergenic_si_2840	1.77E-05	24	3.45775216	7.51	4.7	2.4	4.65	5.57	11.04	9.54	13.77	13.77	2.4	5.7375	20.5
chr11	4023206	4023706	intergenic_bi_1340	5.97E-07	24	15.18865366	59.57	45.78	24.55	42.58	50.27	63.07	74.28	131.81	131.81	24.55	5.36904277	20.5
chr11	5425891	5426391	intragenic_bi_1351	0.011607466	24	0.579827561	5.51	7.83	4.59	6.54	12.21	7.36	13.8	13.12	13.8	4.59	3.006535948	20.5
chr11	22276595	22277095	intergenic_bi_1435	0.011607466	24	2.085965005	19.52	17.22	12.38	16.57	22.8	15.24	26.6	25.41	26.6	12.38	2.148626817	20.5
chr11	48686395	48686895	intergenic_bi_1517	0.011607466	24	2.962777413	28.03	28.18	20.36	24.12	34.11	31.8	32.37	34.92	34.92	20.36	1.715127701	20.5
chr11	53259595	53260095	intergenic_si_3243	0.002024057	24	1.393000359	2	4.3	2.4	4.07	4.49	6.04	8.28	6.56	8.28	2	4.14	20.5
chr11	63664455	63664955	intergenic_si_3399	0.002024057	24	0.544472222	8.01	9.39	6.79	6.98	11.13	9.46	16.81	10.16	16.81	6.79	2.475699558	20.5
chr11	63727773	63728273	intragenic_bi_1614	0.011607466	24	2.729432175	9.01	5.09	3.99	4.07	8.8	7.62	9.03	6.56	9.03	3.99	2.263157895	20.5
chr11	70443536	70444036	intergenic_bi_1716	0.002024057	24	6.130615793	24.53	18.78	17.57	20.49	14.36	25.49	36.14	27.54	36.14	14.36	2.516713092	20.5
chr11	70544032	70544532	intragenic_bi_1713	0.011607466	24	0.622253967	7.51	9.78	3.79	4.21	10.23	6.31	13.55	10.66	13.55	3.79	3.575197889	20.5
chr11	72287496	72287996	intragenic_si_1515	5.97E-07	24	6.646803743	10.51	9.78	4.79	6.1	7.54	16.03	18.07	17.54	18.07	4.79	3.772442589	20.5
chr11	77705183	77705683	intragenic_si_1564	0.000244031	24	1.42128463	1.5	0.78	0.6	0.58	2.33	2.1	6.02	2.79	6.02	0.58	10.37931034	20.5
chr11	83660234	83660734	intergenic_si_3664	0.011607466	24	1.753624817	18.52	16.04	10.78	13.08	16.88	13.67	22.58	16.56	22.58	10.78	2.094619666	20.5
chr11	86394580	86395080	intergenic_si_3708	0.002024057	24	6.158900064	32.04	21.13	19.36	24.12	26.39	24.18	37.64	29.84	37.64	19.36	1.944214876	20.5
chr11	101524670	101525170	intergenic_bi_2021	0.011607466	24	2.397091988	10.01	7.83	10.38	5.67	13.64	13.14	17.06	13.77	17.06	5.67	3.008818342	20.5
chr11	102615925	102616425	intergenic_bi_2054	0.000244031	24	4.221427484	3	5.48	1.8	2.18	11.49	8.15	18.82	14.76	18.82	1.8	10.45555556	20.5
chr11	106419219	106419719	intragenic_si_1771	5.97E-07	24	2.354665581	3.5	2.35	0.8	0.87	2.69	4.2	9.03	10.98	10.98	0.8	13.725	20.5
chr11	117141281	117141781	intragenic_bi_2244	0.002024057	24	1.619274529	2.5	4.3	2.4	3.92	4.31	8.41	9.03	15.74	15.74	2.4	6.558333333	20.5
chr11	120386501	120387001	intergenic_si_4287	0.002024057	24	3.471894296	40.05	47.74	35.13	46.07	51.35	50.98	96.36	95.91	96.36	35.13	2.74295474	20.5
chr12	7925733	7926233	intragenic_si_1989	1.77E-05	24	1.852619767	4.51	5.48	3.19	4.21	6.28	6.83	10.04	9.51	10.04	3.19	3.147335423	20.5
chr12	17448165	17448665	intergenic_bi_2264	0.011607466	24	0.502045815	3	3.52	2.2	3.49	7	4.2	8.78	5.41	8.78	2.2	3.990909091	20.5
chr12	17476584	17477084	intergenic_bi_2267	0.002024057	24	1.35764502	5.01	5.48	2.6	3.34	7.18	5.26	9.28	8.53	9.28	2.6	3.569230769	20.5
chr12	60141557	60142057	intergenic_si_4704	0.000244031	24	1.393000359	19.02	18	13.17	16.28	18.49	19.97	18.82	22.95	22.95	13.17	1.742596811	20.5
chr12	60141743	60142243	intergenic_si_4705	0.011607466	24	1.315218613	20.52	20.74	13.97	18.6	21.72	22.6	21.58	24.92	24.92	13.97	1.783822477	20.5
chr12	78160878	78161378	intergenic_si_4885	0.011607466	24	0.622253967	4	4.7	2	3.63	3.59	4.73	5.02	4.1	5.02	2	2.51	20.5
chr12	84958170	84958670	intergenic_bi_2483	0.002024057	24	2.269812768	8.51	5.48	4.39	4.94	7.18	8.15	10.04	5.9	10.04	4.39	2.287015945	20.5
chr12	85264051	85264551	intergenic_bi_2488	0.011607466	24	5.628569978	56.06	50.48	41.52	48.1	54.58	37.58	68.01	60.82	68.01	37.58	1.809739223	20.5
chr12	109996044	109996544	intergenic_si_5147	0.002024057	24	2.184959954	13.01	12.52	7.79	9.15	10.05	13.14	17.06	10.82	17.06	7.79	2.189987163	20.5
chr12	112773900	112774400	intergenic_bi_2604	0.000244031	24	5.119453096	43.05	23.48	21.96	22.52	26.75	24.97	48.93	36.89	48.93	21.96	2.228142077	20.5
chr12	113797636	113798136	intergenic_bi_2617	0.000244031	24	2.333452378	17.02	17.61	8.18	10.17	8.62	17.87	19.57	18.36	19.57	8.18	2.392420538	20.5
chr12	113797781	113798281	intergenic_bi_2618	0.000244031	24	1.477853173	17.02	16.83	8.18	10.17	8.44	17.87	18.07	17.21	18.07	8.18	2.209046455	20.5
chr13	3888251	3888751	intragenic_si_2353	5.97E-07	24	2.064751801	2.5	1.96	0.2	1.02	1.08	3.94	7.03	6.07	7.03	0.2	35.15	20.5
chr13	4436236	4436736	intragenic_si_2356	0.002024057	24	1.442497834	4	5.09	4.79	3.34	6.82	6.83	9.03	7.38	9.03	3.34	2.703592814	20.5
chr13	9074930	9075430	intergenic_si_5353	0.011607466	24	1.117228714	6.01	6.65	2.2	4.65	3.23	6.04	8.53	6.23	8.53	2.2	3.877272727	20.5
chr13	10441323	10441823	intergenic_si_5366	0.002024057	24	1.35764502	3	1.17	0.4	0.87	2.15	1.05	7.53	2.79	7.53	0.4	18.825	20.5
chr13	23958637	23959137	intergenic_si_5548	0.011607466	24	28.2277027	52.56	37.57	39.72	36.04	87.25	64.65	88.58	85.25	88.58	36.04	2.457824639	20.5
chr13	23958839	23959339	intergenic_si_5549	0.011607466	24	28.5812561	54.56	35.22	38.93	34.15	80.25	60.44	83.56	79.35	83.56	34.15	2.446852123	20.5
chr13	34557215	34557715	intergenic_si_5620	0.002024057	24	0.212132034	2.5	2.74	2.2	2.33	2.51	2.63	7.28	6.89	7.28	2.2	3.309090909	20.5
chr13	37550324	37550824	intergenic_si_5647	1.77E-05	24	2.71529004	6.01	7.04	4.99	5.09	7.9	8.93	16.56	10	16.56	4.99	3.318637275	20.5
chr13	39053889	39054389	intergenic_si_5707	0.000244031	24	0.728319985	10.01	10.57	8.98	9.74	11.13	10.77	15.56	14.26	15.56	8.98	1.732739421	20.5
chr13	46772870	46773370	intragenic_bi_2965	0.002024057	24	4.143645738	13.52	19.96	15.77	17	20.65	22.86	25.85	23.61	25.85	13.52	1.911982249	20.5
chr13	60277214	60277714	intragenic_si_2595	0.000244031	24	1.343502884	6.01	5.48	3.19	4.94	7.54	6.31	8.28	8.36	8.36	3.19	2.620689655	20.5
chr13	60809374	60809874	intragenic_si_2603	0.002024057	24	4.9426764	11.51	3.52	0.4	0.44	4.31	3.42	20.08	10.82	20.08	0.4	50.2	20.5
chr14	9076665	9077165	intragenic_bi_3278	0.011607466	24	3.486036431	14.52	14.87	8.38	9.59	18.31	9.99	25.09	21.15	25.09	8.38	2.994033413	20.5
chr14	21899313	21899813	intragenic_si_2782	0.000244031	24	0.855599205	3	3.52	1.6	2.47	5.39	3.68	7.78	6.39	7.78	1.6	4.8625	20.5
chr14	31763006	31763506	intergenic_si_6578	5.97E-07	24	8.541849917	17.02	9.78	3.59	4.94	10.41	12.09	19.32	18.03	19.32	3.59	5.381615599	20.5
chr14	35190316	35190816	intragenic_si_2871	0.002024057	24	1.35764502	4	4.7	1.8	3.34	3.05	5.26	5.52	5.25	5.52	1.8	3.066666667	20.5
chr14	61977031	61977531	intragenic_si_2955	1.77E-05	24	2.064751801	5.51	5.48	3.39	1.74	5.75	6.31	13.8	7.87	13.8	1.74	7.931034483	20.5
chr14	61981136	61981636	intergenic_si_6909	0.011607466	24	1.48492424	14.02	14.09	9.98	11.92	15.98	13.93	20.08	17.87	20.08	9.98	2.012024048	20.5
chr14	66890389	66890889	intragenic_si_3001	0.011607466	24	1.35764502	7.01	6.26	4.99	5.09	6.46	3.94	9.28	7.87	9.28	3.94	2.355329949	20.5
chr15	6396746	6397246	intragenic_si_3132	0.000244031	24	5.678067453	13.01	13.3	3.39	9.3	8.98	13.93	22.08	19.67	22.08	3.39	6.513274336	20.5
chr15	10305143	10305643	intragenic_si_3149	0.000244031	24	0.997020561	2	2.74	0.6	1.16	1.8	2.37	6.52	5.41	6.52	0.6	10.86666667	20.5
chr15	27999906	28000406	intergenic_si_7320	1.77E-05	24	0.869741341	4	2.35	2	2.47	2.69	2.89	5.27	4.59	5.27	2	2.635	20.5
chr15	36324601	36325101	intergenic_bi_3612	0.002024057	24	2.128391411	7.51	4.3	3.39	4.5	6.64	5.78	8.28	6.72	8.28	3.39	2.442477876	20.5
chr15	39677148	39677648	intragenic_bi_3789	0.011607466	24	1.209152596	4	6.65	2.6	3.34	4.85	6.31	9.54	6.56	9.54	2.6	3.669230769	20.5
chr15	41064051	41064551	intergenic_bi_3657	0.000244031	24	1.442497834	7.01	1.17	0.2	0.73	1.8	1.05	10.29	8.53	10.29	0.2	51.45	20.5
chr15	81979055	81979555	intragenic_si_3417	0.002024057	24	1.103086579	6.01	3.13	4.79	3.2	4.67	6.04	10.29	6.23	10.29	3.13	3.287539936	20.5
chr15	83402298	83402798	intragenic_bi_4036	5.97E-07	24	2.955706345	11.51	8.61	5.99	6.98	10.05	11.3	14.55	12.79	14.55	5.99	2.429048414	20.5
chr15	85533505	85534005	intergenic_si_7944	1.77E-05	24	2.312239174	6.01	2.74	1.8	3.2	3.77	4.47	8.78	6.72	8.78	1.8	4.877777778	20.5
chr15	85793733	85794233	intragenic_bi_4053	0.000244031	24	5.762920267	6.51	0.78	0.4	2.18	6.46	4.73	11.29	10.33	11.29	0.4	28.225	20.5
chr15	103195189	103195689	intragenic_si_3592	0.011607466	24	0.933380951	3.5	3.52	1.6	2.18	3.95	2.37	10.04	8.03	10.04	1.6	6.275	20.5
chr16	10449032	10449532	intergenic_bi_4113	0.000244031	24	3.00520382	12.01	10.96	4.59	9.74	8.98	14.19	19.82	12.79	19.82	4.59	4.318082789	20.5
chr16	13189775	13190275	intergenic_si_8314	1.77E-05	24	37.13017708	84.6	32.09	19.56	20.93	57.45	59.13	97.37	65.74	97.37	19.56	4.97801636	20.5
chr16	23993342	23993842	intergenic_si_8465	0.000244031	24	14.72196318	34.04	23.87	12.38	13.22	27.11	22.07	49.19	44.76	49.19	12.38	3.973344103	20.5
chr16	30255224	30255724	intragenic_si_3740	0.011607466	24	0.975807358	4	3.52	0.8	2.62	5.57	2.37	7.28	5.74	7.28	0.8	9.1	20.5
chr16	30385933	30386433	intragenic_bi_4423	0.000244031	24	2.672863633	8.51	4.7	2.99	3.05	5.03	6.83	8.78	6.39	8.78	2.99	2.936454849	20.5
chr16	59599124	59599624	intergenic_si_8775	1.77E-05	24	2.55265548	6.01	3.52	1.4	1.16	3.77	6.83	9.28	6.56	9.28	1.16	8	20.5
chr16	78308055	78308555	intragenic_si_3882	0.002024057	24	2.899137803	8.01	7.04	0.6	1.45	4.31	8.41	10.79	6.23	10.79	0.6	17.98333333	20.5
chr16	91769893	91770393	intragenic_si_3915	1.77E-05	24	4.306280297	11.51	6.26	4.19	4.5	8.62	12.35	16.81	9.84	16.81	4.19	4.011933174	20.5
chr16	93717466	93717966	intragenic_si_3927	0.000244031	24	1.576848122	3.5	2.74	1.8	2.47	12.03	3.94	17.57	22.3	22.3	1.8	12.38888889	20.5
chr17	12223673	12224173	intragenic_bi_4696	0.002024057	24	4.157787873	18.02	19.96	9.78	16.42	11.13	18.4	24.59	22.3	24.59	9.78	2.514314928	20.5
chr17	12223843	12224343	intragenic_si_3985	0.002024057	24	3.698168466	17.02	18.39	8.78	15.26	10.77	17.34	23.84	20.49	23.84	8.78	2.715261959	20.5
chr17	25413437	25413937	intragenic_bi_4816	0.000244031	24	1.19501046	1.5	2.74	0.2	0.58	1.26	2.37	5.52	2.95	5.52	0.2	27.6	20.5
chr17	31650508	31651008	intergenic_si_9289	1.77E-05	24	2.085965005	15.02	14.87	9.18	9.3	11.31	16.03	16.81	15.25	16.81	9.18	1.831154684	20.5
chr17	31651555	31652055	intergenic_si_9290	1.77E-05	24	3.995153314	13.01	12.52	9.38	9.45	12.39	15.77	18.82	15.41	18.82	9.38	2.006396588	20.5
chr17	47609713	47610213	intergenic_si_9525	0.011607466	24	6.024549776	77.09	58.7	54.5	63.07	63.2	62.54	121.46	67.22	121.46	54.5	2.228623853	20.5
chr17	80900946	80901446	intergenic_si_9772	0.000244031	24	4.369919908	7.01	11.74	4.39	4.5	6.28	10.77	15.31	12.46	15.31	4.39	3.487471526	20.5
chr17	84242971	84243471	intragenic_si_4376	0.011607466	24	1.605132393	4	1.17	2	2.18	2.15	6.04	4.27	6.39	6.39	1.17	5.461538462	20.5
chr17	85358793	85359293	intragenic_si_4392	0.002024057	24	0.671751442	3.5	3.91	2.99	1.31	7.54	3.94	9.54	7.71	9.54	1.31	7.282442748	20.5
chr18	12807723	12808223	intragenic_si_4478	1.77E-05	24	2.269812768	7.51	4.3	2	2.47	5.92	6.83	8.78	7.38	8.78	2	4.39	20.5
chr18	12952089	12952589	intragenic_si_4486	0.011607466	24	0.763675324	5.01	2.74	1.6	2.03	4.49	2.37	6.52	3.11	6.52	1.6	4.075	20.5
chr18	35817454	35817954	intragenic_bi_5477	0.002024057	24	0.898025612	3	4.3	1.2	1.45	4.49	3.15	11.54	5.57	11.54	1.2	9.616666667	20.5
chr18	44793283	44793783	intragenic_bi_5538	0.002024057	24	1.97282792	5.01	3.52	1	1.31	3.95	1.05	8.53	5.25	8.53	1	8.53	20.5
chr18	45727851	45728351	intragenic_si_4604	0.002024057	24	0.480832611	4.51	5.09	1.6	2.33	5.39	5.26	5.77	5.9	5.9	1.6	3.6875	20.5
chr18	70726137	70726637	intergenic_si_10535	0.000244031	24	2.298097039	5.51	2.35	1.2	1.74	2.51	4.99	6.52	4.43	6.52	1.2	5.433333333	20.5
chr18	76901490	76901990	intergenic_bi_5237	0.000244031	24	3.224406922	3	3.52	0.8	1.16	2.69	6.04	7.03	5.74	7.03	0.8	8.7875	20.5
chr19	4024440	4024940	intergenic_si_10703	1.77E-05	24	2.241528496	7.01	3.52	3.39	5.81	5.03	7.62	9.03	8.2	9.03	3.39	2.663716814	20.5
