chr	start	end	ID	strand*
chr5	33012848	33013348	intergenic_si_16029	-
chr5	33014968	33015468	intergenic_si_16031	-
chr5	33015465	33015965	intergenic_si_16032	-
chr5	33016169	33016669	intergenic_si_16033	-
chr5	33088800	33089300	intragenic_bi_8555	+
chr5	33194521	33195021	intragenic_si_7219	+
chr5	33200449	33200949	intergenic_bi_7978	+
chr5	33398607	33399107	intergenic_si_16042	+
chr5	33552884	33553384	intergenic_si_16043	-
chr5	33553167	33553667	intergenic_si_16044	-
chr5	33970495	33970995	intragenic_si_7221	+
chr5	34048067	34048567	intergenic_si_16056	+
chr5	34048651	34049151	intergenic_bi_7985	+
chr5	34066209	34066709	intragenic_si_7224	-
chr5	34066738	34067238	intragenic_si_7225	-
chr5	34068649	34069149	intragenic_si_7226	-
chr5	34071432	34071932	intragenic_si_7227	-
chr5	34276979	34277479	intragenic_si_7231	+
chr5	34279999	34280499	intergenic_si_16059	+
chr5	34280897	34281397	intergenic_si_16060	+
chr5	34513317	34513817	intergenic_si_16063	+
chr5	34533353	34533853	intergenic_si_16064	+
chr5	34711361	34711861	intergenic_si_16078	+
chr5	34712176	34712676	intergenic_bi_7994	+
chr5	34713051	34713551	intergenic_si_16079	+
chr5	34715626	34716126	intergenic_si_16080	+
chr5	34720166	34720666	intergenic_si_16082	+
chr5	34869978	34870478	intragenic_si_7237	-
chr5	34871311	34871811	intragenic_si_7238	-
chr5	34873342	34873842	intragenic_bi_8567	-
chr5	34912837	34913337	intergenic_si_16096	+
chr5	35372378	35372878	intragenic_bi_8572	-
chr5	35385682	35386182	intragenic_si_7240	-
chr5	35767756	35768256	intergenic_si_16102	-
chr5	35770473	35770973	intergenic_si_16103	-
chr5	36085764	36086264	intergenic_si_16111	+
chr5	36883468	36883968	intragenic_si_7241	+
chr5	36900549	36901049	intragenic_bi_8580	+
chr5	37084779	37085279	intragenic_si_7242	+
chr5	37089521	37090021	intergenic_si_16118	-
chr5	37104140	37104640	intergenic_si_16119	-
chr5	37104401	37104901	intergenic_bi_8010	+
chr5	37115435	37115935	intergenic_bi_8011	+
chr5	37116970	37117470	intergenic_bi_8012	+
chr5	37117612	37118112	intergenic_bi_8013	+
chr5	37118301	37118801	intergenic_si_16120	-
chr5	37120232	37120732	intergenic_si_16121	+
chr5	37133249	37133749	intergenic_bi_8014	+
chr5	37136108	37136608	intergenic_si_16123	-
chr5	37220228	37220728	intragenic_si_7244	+
chr5	38467445	38467945	intragenic_bi_8586	-
chr5	38880388	38880888	intragenic_si_7246	+
chr5	38880963	38881463	intragenic_si_7247	+
chr5	38883003	38883503	intragenic_bi_8590	+
chr5	38891053	38891553	intragenic_si_7248	+
chr5	43380438	43380938	intergenic_si_16140	+
chr5	43423171	43423671	intergenic_bi_8020	+
chr5	43442144	43442644	intergenic_si_16142	+
chr5	43443879	43444379	intergenic_si_16143	-
chr5	43608681	43609181	intragenic_bi_8592	+
chr5	43610029	43610529	intragenic_bi_8593	+
chr5	43610508	43611008	intragenic_si_7252	+
chr5	43616054	43616554	intragenic_si_7253	+
chr5	43622222	43622722	intragenic_bi_8594	+
chr5	43745726	43746226	intergenic_bi_8021	+
chr5	43746346	43746846	intergenic_bi_8022	+
chr5	44245317	44245817	intergenic_bi_8023	+
chr5	44263109	44263609	intragenic_si_7259	-
chr5	44339155	44339655	intergenic_bi_8026	+
chr5	44616111	44616611	intragenic_bi_8601	-
chr5	44625904	44626404	intragenic_si_7261	-
chr5	44630229	44630729	intragenic_bi_8603	-
chr5	44630899	44631399	intragenic_si_7262	-
chr5	45832309	45832809	intragenic_bi_8604	+
chr5	45832777	45833277	intragenic_si_7264	+
chr5	45835664	45836164	intragenic_si_7265	+
chr5	45865914	45866414	intergenic_si_16155	+
chr5	45872385	45872885	intergenic_si_16156	-
chr5	45886646	45887146	intragenic_si_7269	-
chr5	45887244	45887744	intragenic_si_7270	-
chr5	45904780	45905280	intragenic_bi_8605	-
chr5	45906128	45906628	intergenic_si_16157	-
chr5	45906524	45907024	intergenic_bi_8030	+
chr5	45908626	45909126	intergenic_si_16159	+
chr5	46059603	46060103	intergenic_si_16161	-
chr5	50442280	50442780	intragenic_si_7271	+
chr5	50447975	50448475	intragenic_si_7272	+
chr5	51679451	51679951	intergenic_bi_8032	+
chr5	51680426	51680926	intergenic_bi_8033	+
chr5	53379995	53380495	intragenic_si_7276	+
chr5	53381678	53382178	intragenic_si_7277	+
chr5	53383412	53383912	intragenic_bi_8614	+
chr5	53384008	53384508	intragenic_si_7278	+
chr5	53389471	53389971	intergenic_bi_8040	+
chr5	53415112	53415612	intergenic_bi_8041	+
chr5	53433742	53434242	intergenic_si_16190	+
chr5	53587704	53588204	intragenic_bi_8616	+
chr5	53588493	53588993	intragenic_si_7280	+
chr5	53589589	53590089	intragenic_si_7281	+
chr5	53645363	53645863	intergenic_si_16191	-
chr5	53860525	53861025	intergenic_si_16197	+
chr5	54348546	54349046	intergenic_si_16201	-
chr5	54353374	54353874	intergenic_si_16202	-
chr5	54356242	54356742	intergenic_si_16203	-
chr5	54376820	54377320	intergenic_si_16204	-
chr5	54383599	54384099	intergenic_bi_8043	+
chr5	54386475	54386975	intergenic_bi_8044	+
chr5	54391135	54391635	intragenic_si_7284	-
chr5	63014280	63014780	intragenic_bi_8620	+
chr5	63154957	63155457	intragenic_bi_8621	+
chr5	64179638	64180138	intragenic_bi_8622	-
chr5	64222308	64222808	intragenic_si_7287	-
chr5	64238724	64239224	intragenic_bi_8624	-
chr5	64284387	64284887	intragenic_si_7288	-
chr5	64295345	64295845	intergenic_si_16218	+
chr5	64297787	64298287	intergenic_si_16220	-
chr5	64327919	64328419	intragenic_bi_8625	+
chr5	64627902	64628402	intragenic_si_7291	-
chr5	64646254	64646754	intragenic_si_7292	-
chr5	64717106	64717606	intragenic_si_7293	-
chr5	64717539	64718039	intragenic_bi_8628	-
chr5	64728262	64728762	intragenic_si_7294	-
chr5	64731708	64732208	intragenic_si_7295	-
chr5	64732009	64732509	intragenic_bi_8629	-
chr5	64732878	64733378	intragenic_bi_8630	-
chr5	64735526	64736026	intragenic_bi_8631	-
chr5	64736394	64736894	intragenic_bi_8632	-
chr5	64736972	64737472	intragenic_bi_8633	-
chr5	64770113	64770613	intergenic_si_16225	+
chr5	64771949	64772449	intergenic_si_16226	-
chr5	64896413	64896913	intergenic_bi_8048	+
chr5	64970587	64971087	intergenic_bi_8049	+
chr5	64970818	64971318	intergenic_si_16229	+
chr5	64971389	64971889	intergenic_bi_8050	+
chr5	64971534	64972034	intergenic_si_16230	-
chr5	65038678	65039178	intergenic_si_16231	-
chr5	65092882	65093382	intergenic_bi_8051	+
chr5	65094490	65094990	intergenic_si_16233	-
chr5	65197251	65197751	intragenic_bi_8634	-
chr5	65199336	65199836	intragenic_si_7297	-
chr5	65200447	65200947	intragenic_si_7298	-
chr5	65252951	65253451	intergenic_bi_8053	+
chr5	65270443	65270943	intergenic_si_16237	+
chr5	65273075	65273575	intergenic_si_16238	+
chr5	65366275	65366775	intragenic_bi_8636	-
chr5	65437308	65437808	intergenic_si_16242	+
chr5	65438091	65438591	intergenic_bi_8055	+
chr5	65482702	65483202	intergenic_si_16244	-
chr5	65488565	65489065	intergenic_si_16245	+
chr5	65541598	65542098	intragenic_si_7299	-
chr5	65741693	65742193	intragenic_bi_8638	-
chr5	65777368	65777868	intergenic_si_16247	-
chr5	65812003	65812503	intragenic_bi_8641	+
chr5	65815470	65815970	intragenic_bi_8642	+
chr5	65816655	65817155	intragenic_bi_8643	+
chr5	65823915	65824415	intragenic_si_7305	+
chr5	65885151	65885651	intergenic_si_16251	+
chr5	65926673	65927173	intergenic_si_16253	+
chr5	65930075	65930575	intragenic_si_7307	-
chr5	65991003	65991503	intragenic_si_7308	-
chr5	65991527	65992027	intragenic_si_7309	-
chr5	65992331	65992831	intergenic_bi_8062	+
chr5	65997665	65998165	intergenic_bi_8066	+
chr5	65997867	65998367	intergenic_si_16259	+
chr5	65998087	65998587	intergenic_bi_8067	+
chr5	66000828	66001328	intergenic_si_16261	+
chr5	66000966	66001466	intergenic_bi_8070	+
chr5	66003523	66004023	intergenic_bi_8071	+
chr5	66005479	66005979	intragenic_si_7310	+
chr5	66115502	66116002	intergenic_si_16262	+
chr5	66115849	66116349	intergenic_si_16263	+
chr5	66444015	66444515	intragenic_bi_8649	+
chr5	66445616	66446116	intragenic_bi_8650	+
chr5	66469798	66470298	intragenic_si_7315	+
chr5	66470603	66471103	intragenic_si_7316	+
chr5	66473370	66473870	intragenic_bi_8652	+
chr5	66480857	66481357	intragenic_si_7319	+
chr5	66481225	66481725	intragenic_si_7320	+
chr5	66497066	66497566	intragenic_si_7321	+
chr5	66497479	66497979	intragenic_si_7322	+
chr5	66505417	66505917	intragenic_si_7323	+
chr5	66523407	66523907	intragenic_si_7324	+
chr5	66529747	66530247	intragenic_si_7325	+
chr5	66530840	66531340	intragenic_si_7326	+
chr5	66539459	66539959	intragenic_si_7327	+
chr5	66540242	66540742	intragenic_bi_8653	+
chr5	66547812	66548312	intergenic_si_16272	-
chr5	66558082	66558582	intragenic_si_7331	+
chr5	66561773	66562273	intragenic_bi_8656	+
chr5	66606706	66607206	intergenic_bi_8073	+
chr5	66606906	66607406	intergenic_bi_8074	+
chr5	66607060	66607560	intergenic_bi_8075	+
chr5	66630641	66631141	intergenic_bi_8076	+
chr5	66630814	66631314	intergenic_si_16276	-
chr5	67011362	67011862	intergenic_bi_8078	+
chr5	67690133	67690633	intergenic_si_16277	+
chr5	67692107	67692607	intergenic_bi_8079	+
chr5	67692480	67692980	intergenic_bi_8080	+
chr5	67692927	67693427	intergenic_si_16278	+
chr5	72757170	72757670	intragenic_bi_8664	+
chr5	73267736	73268236	intergenic_si_16286	-
chr5	73268918	73269418	intergenic_si_16287	-
chr5	73727540	73728040	intragenic_si_7339	+
chr5	73730994	73731494	intergenic_bi_8088	+
chr5	73751064	73751564	intergenic_bi_8089	+
chr5	73865722	73866222	intergenic_bi_8090	+
chr5	73865911	73866411	intergenic_bi_8091	+
chr5	73883468	73883968	intragenic_bi_8668	-
chr5	74518159	74518659	intergenic_bi_8095	+
chr5	74711771	74712271	intragenic_si_7341	+
chr5	74712268	74712768	intragenic_si_7342	+
chr5	75043411	75043911	intragenic_si_7344	+
chr5	75044115	75044615	intragenic_si_7345	+
chr5	75100165	75100665	intragenic_si_7347	-
chr5	75100291	75100791	intragenic_bi_8673	-
chr5	75188211	75188711	intergenic_bi_8099	+
chr5	75189365	75189865	intergenic_bi_8100	+
chr5	75340024	75340524	intergenic_si_16302	+
chr5	76370531	76371031	intragenic_bi_8675	+
chr5	76440053	76440553	intergenic_bi_8104	+
chr5	76735007	76735507	intergenic_bi_8109	+
chr5	76735166	76735666	intergenic_si_16311	+
chr5	77017381	77017881	intergenic_si_16312	+
chr5	77017750	77018250	intergenic_si_16313	+
chr5	77358111	77358611	intragenic_bi_8681	+
chr5	77382813	77383313	intragenic_bi_8683	-
chr5	77384435	77384935	intragenic_si_7357	-
chr5	77401746	77402246	intergenic_si_16322	+
chr5	77526163	77526663	intragenic_si_7361	+
chr5	77526612	77527112	intragenic_bi_8686	+
chr5	77528823	77529323	intragenic_bi_8687	+
chr5	77529631	77530131	intragenic_bi_8688	+
chr5	77529794	77530294	intragenic_bi_8689	+
chr5	77531654	77532154	intragenic_bi_8690	+
chr5	77536082	77536582	intragenic_si_7363	+
chr5	77558056	77558556	intergenic_si_16324	+
chr5	77558653	77559153	intergenic_si_16325	+
chr5	77560465	77560965	intergenic_si_16326	-
chr5	77560805	77561305	intergenic_si_16327	-
chr5	77561684	77562184	intergenic_bi_8115	+
chr5	77569104	77569604	intergenic_bi_8116	+
chr5	77786639	77787139	intragenic_bi_8696	+
chr5	77834965	77835465	intragenic_si_7364	+
chr5	77835165	77835665	intragenic_bi_8697	+
chr5	87153957	87154457	intragenic_si_7365	+
chr5	87353411	87353911	intragenic_bi_8698	+
chr5	87353972	87354472	intragenic_bi_8699	+
chr5	87367302	87367802	intergenic_si_16344	+
chr5	87367738	87368238	intergenic_si_16345	+
chr5	87371103	87371603	intergenic_bi_8124	+
chr5	87374479	87374979	intergenic_si_16347	+
chr5	87375100	87375600	intergenic_si_16348	+
chr5	87375361	87375861	intergenic_si_16349	+
chr5	87423529	87424029	intergenic_bi_8125	+
chr5	87448413	87448913	intergenic_si_16376	+
chr5	87456362	87456862	intergenic_bi_8127	+
chr5	87457013	87457513	intergenic_si_16378	-
chr5	87459509	87460009	intergenic_bi_8128	+
chr5	87518483	87518983	intragenic_si_7368	+
chr5	87520028	87520528	intragenic_si_7369	+
chr5	87576648	87577148	intergenic_si_16381	+
chr5	87763151	87763651	intragenic_si_7370	+
chr5	87764209	87764709	intragenic_bi_8702	+
chr5	87769488	87769988	intergenic_bi_8131	+
chr5	87769953	87770453	intergenic_si_16393	+
chr5	87770106	87770606	intergenic_si_16394	+
chr5	87771188	87771688	intergenic_bi_8132	+
chr5	87771327	87771827	intergenic_si_16395	+
chr5	87774931	87775431	intergenic_si_16397	-
chr5	87775589	87776089	intergenic_si_16398	-
chr5	87776242	87776742	intergenic_si_16399	-
chr5	87776509	87777009	intergenic_bi_8134	+
chr5	87776626	87777126	intergenic_bi_8135	+
chr5	87776758	87777258	intergenic_bi_8136	+
chr5	87800259	87800759	intergenic_si_16423	-
chr5	87801903	87802403	intergenic_bi_8142	+
chr5	87802081	87802581	intergenic_bi_8143	+
chr5	87802281	87802781	intergenic_bi_8144	+
chr5	87804815	87805315	intergenic_bi_8145	+
chr5	87805190	87805690	intergenic_si_16425	+
chr5	87805691	87806191	intergenic_bi_8146	+
chr5	87806124	87806624	intergenic_si_16426	-
chr5	87808314	87808814	intergenic_si_16427	-
chr5	87808781	87809281	intergenic_bi_8147	+
chr5	87885023	87885523	intergenic_si_16430	-
chr5	87885274	87885774	intergenic_bi_8149	+
chr5	87961286	87961786	intragenic_bi_8705	+
chr5	87995949	87996449	intragenic_bi_8708	+
chr5	87996188	87996688	intragenic_si_7373	+
chr5	88001740	88002240	intergenic_bi_8151	+
chr5	88002088	88002588	intergenic_si_16436	+
chr5	88002358	88002858	intergenic_bi_8152	+
chr5	88002529	88003029	intergenic_si_16437	-
chr5	88984873	88985373	intragenic_si_7375	-
chr5	88986976	88987476	intergenic_si_16439	+
chr5	88992297	88992797	intergenic_si_16440	+
chr5	89016470	89016970	intragenic_bi_8710	-
chr5	89022811	89023311	intragenic_bi_8711	-
chr5	89023157	89023657	intragenic_si_7378	-
chr5	89025103	89025603	intragenic_si_7379	-
chr5	89107257	89107757	intergenic_si_16444	+
chr5	89107759	89108259	intergenic_si_16445	+
chr5	89108400	89108900	intergenic_si_16446	+
chr5	89119796	89120296	intergenic_bi_8158	+
chr5	89120375	89120875	intergenic_bi_8159	+
chr5	89120759	89121259	intergenic_si_16450	-
chr5	89121521	89122021	intergenic_bi_8160	+
chr5	89130975	89131475	intergenic_bi_8161	+
chr5	89148248	89148748	intergenic_si_16452	-
chr5	89156660	89157160	intragenic_bi_8714	-
chr5	89224881	89225381	intragenic_bi_8716	-
chr5	89225579	89226079	intragenic_bi_8717	-
chr5	89314437	89314937	intergenic_si_16453	+
chr5	89356021	89356521	intragenic_si_7383	-
chr5	89358787	89359287	intragenic_si_7384	-
chr5	89368722	89369222	intragenic_si_7385	-
chr5	89647261	89647761	intragenic_bi_8718	-
chr5	89651696	89652196	intragenic_si_7387	-
chr5	89652082	89652582	intragenic_bi_8719	-
chr5	89706459	89706959	intergenic_bi_8164	+
chr5	89707309	89707809	intergenic_bi_8165	+
chr5	89708650	89709150	intergenic_si_16459	+
chr5	89876909	89877409	intragenic_si_7389	+
chr5	89878134	89878634	intragenic_si_7390	+
chr5	89879838	89880338	intragenic_si_7391	+
chr5	89884467	89884967	intragenic_si_7392	+
chr5	89887905	89888405	intergenic_bi_8167	+
chr5	89888523	89889023	intergenic_bi_8168	+
chr5	89890764	89891264	intergenic_bi_8169	+
chr5	89895993	89896493	intergenic_si_16467	+
chr5	89896805	89897305	intergenic_bi_8170	+
chr5	89921482	89921982	intergenic_si_16469	+
chr5	90631433	90631933	intergenic_bi_8171	+
chr5	90793421	90793921	intragenic_si_7393	+
chr5	90796303	90796803	intergenic_si_16473	+
chr5	90797610	90798110	intergenic_si_16474	+
chr5	90843375	90843875	intergenic_bi_8175	+
chr5	90844021	90844521	intergenic_bi_8176	+
chr5	90844195	90844695	intergenic_si_16475	-
chr5	90853398	90853898	intergenic_bi_8177	+
chr5	90853590	90854090	intergenic_bi_8178	+
chr5	90854178	90854678	intergenic_si_16477	+
chr5	90859965	90860465	intergenic_bi_8179	+
chr5	90860482	90860982	intergenic_si_16479	+
chr5	90861017	90861517	intergenic_si_16480	+
chr5	90867492	90867992	intergenic_si_16481	-
chr5	90868124	90868624	intergenic_bi_8180	+
chr5	90868562	90869062	intergenic_si_16483	+
chr5	90869635	90870135	intergenic_si_16484	-
chr5	90870055	90870555	intergenic_bi_8181	+
chr5	90876398	90876898	intergenic_bi_8182	+
chr5	90876499	90876999	intergenic_bi_8183	+
chr5	90877238	90877738	intergenic_si_16487	+
chr5	90878263	90878763	intergenic_si_16488	-
chr5	90878417	90878917	intergenic_si_16489	-
chr5	90878996	90879496	intergenic_bi_8184	+
chr5	90879424	90879924	intergenic_si_16490	+
chr5	90885903	90886403	intergenic_si_16491	-
chr5	90886082	90886582	intergenic_si_16492	-
chr5	90914650	90915150	intergenic_bi_8187	+
chr5	90944572	90945072	intergenic_si_16493	-
chr5	90989788	90990288	intergenic_si_16494	+
chr5	90990683	90991183	intergenic_bi_8189	+
chr5	90991552	90992052	intergenic_si_16495	-
chr5	90995106	90995606	intergenic_si_16496	+
chr5	90996488	90996988	intergenic_si_16497	-
chr5	90996757	90997257	intergenic_bi_8190	+
chr5	90997304	90997804	intergenic_bi_8191	+
chr5	90997754	90998254	intergenic_si_16500	-
chr5	91002269	91002769	intergenic_si_16501	+
chr5	91006637	91007137	intergenic_bi_8192	+
chr5	91008367	91008867	intergenic_bi_8193	+
chr5	91009554	91010054	intergenic_si_16503	-
chr5	91011436	91011936	intergenic_si_16504	+
chr5	91013535	91014035	intergenic_si_16505	+
chr5	91301459	91301959	intergenic_si_16508	-
chr5	91328260	91328760	intergenic_bi_8198	+
chr5	91629314	91629814	intergenic_bi_8199	+
chr5	91633203	91633703	intergenic_bi_8200	+
chr5	91633535	91634035	intergenic_bi_8201	+
chr5	91722038	91722538	intergenic_bi_8203	+
chr5	92510361	92510861	intragenic_bi_8726	+
chr5	92514734	92515234	intergenic_si_16524	-
chr5	92522754	92523254	intergenic_bi_8208	+
chr5	92527664	92528164	intergenic_bi_8209	+
chr5	92541767	92542267	intergenic_si_16527	-
chr5	92546760	92547260	intergenic_si_16528	-
chr5	92549500	92550000	intergenic_si_16529	-
chr5	92634113	92634613	intergenic_bi_8211	+
chr5	92751517	92752017	intragenic_si_7398	+
chr5	92782459	92782959	intragenic_bi_8732	-
chr5	92794348	92794848	intragenic_si_7400	-
chr5	92803656	92804156	intragenic_si_7401	-
chr5	92803959	92804459	intragenic_bi_8733	-
chr5	92804325	92804825	intragenic_bi_8734	-
chr5	92865425	92865925	intergenic_si_16532	-
chr5	92870424	92870924	intragenic_si_7403	+
chr5	92870458	92870958	intergenic_bi_8212	+
chr5	92871061	92871561	intragenic_si_7404	+
chr5	92871717	92872217	intragenic_si_7405	+
chr5	92887671	92888171	intragenic_si_7406	+
chr5	92922232	92922732	intragenic_si_7407	+
chr5	92925054	92925554	intragenic_si_7408	+
chr5	92932359	92932859	intragenic_si_7409	+
chr5	92953645	92954145	intergenic_bi_8216	+
chr5	92971097	92971597	intergenic_si_16537	-
chr5	93014889	93015389	intragenic_bi_8739	-
chr5	93027903	93028403	intergenic_si_16540	+
chr5	93036439	93036939	intragenic_bi_8740	-
chr5	93139407	93139907	intragenic_si_7413	-
chr5	93139598	93140098	intragenic_bi_8743	-
chr5	93142029	93142529	intragenic_si_7414	-
chr5	93144821	93145321	intragenic_bi_8744	-
chr5	93145084	93145584	intragenic_bi_8745	-
chr5	93150894	93151394	intragenic_bi_8746	-
chr5	93434447	93434947	intergenic_bi_8221	+
chr5	93434967	93435467	intergenic_bi_8222	+
chr5	93435383	93435883	intergenic_bi_8223	+
chr5	93435780	93436280	intergenic_si_16550	+
chr5	93436579	93437079	intergenic_si_16551	+
chr5	93436961	93437461	intergenic_si_16552	+
chr5	93453620	93454120	intergenic_si_16553	+
chr5	93469002	93469502	intragenic_bi_8747	+
chr5	93679970	93680470	intergenic_bi_8229	+
chr5	93694738	93695238	intergenic_si_16558	+
chr5	93725705	93726205	intergenic_bi_8231	+
chr5	96592142	96592642	intergenic_si_16566	-
chr5	96592846	96593346	intergenic_bi_8234	+
chr5	96593010	96593510	intergenic_bi_8235	+
chr5	96651207	96651707	intragenic_si_7417	-
chr5	96927031	96927531	intragenic_bi_8753	-
chr5	96975033	96975533	intragenic_si_7418	-
chr5	97168033	97168533	intragenic_bi_8754	-
chr5	97168482	97168982	intragenic_bi_8755	-
chr5	97340478	97340978	intergenic_bi_8238	+
chr5	97340844	97341344	intergenic_bi_8239	+
chr5	97346367	97346867	intergenic_si_16571	+
chr5	97350024	97350524	intergenic_bi_8240	+
chr5	97350989	97351489	intergenic_si_16573	-
chr5	97425106	97425606	intergenic_bi_8241	+
chr5	97507629	97508129	intragenic_bi_8756	-
chr5	98425678	98426178	intragenic_si_7424	+
chr5	99680279	99680779	intragenic_si_7426	+
chr5	99712570	99713070	intergenic_bi_8246	+
chr5	99715604	99716104	intergenic_bi_8247	+
chr5	99765438	99765938	intragenic_si_7427	+
chr5	99768714	99769214	intragenic_bi_8759	+
chr5	99777331	99777831	intragenic_si_7428	+
chr5	99816558	99817058	intragenic_bi_8760	+
chr5	100841871	100842371	intragenic_bi_8762	+
chr5	100846940	100847440	intergenic_si_16595	-
chr5	101065755	101066255	intergenic_bi_8253	+
chr5	101325214	101325714	intragenic_si_7433	-
chr5	102396848	102397348	intragenic_si_7434	+
chr5	102419141	102419641	intragenic_si_7435	+
chr5	102481861	102482361	intragenic_bi_8768	+
chr5	102912456	102912956	intragenic_bi_8770	-
chr5	103028070	103028570	intragenic_bi_8771	-
chr5	103720212	103720712	intergenic_si_16600	-
chr5	104189655	104190155	intragenic_bi_8774	-
chr5	104356326	104356826	intergenic_si_16605	+
chr5	104356973	104357473	intergenic_si_16606	-
chr5	104403548	104404048	intragenic_si_7443	+
chr5	104427804	104428304	intragenic_bi_8775	+
chr5	104464784	104465284	intergenic_bi_8261	+
chr5	104828384	104828884	intergenic_bi_8264	+
chr5	105000377	105000877	intergenic_bi_8266	+
chr5	106049738	106050238	intergenic_bi_8268	+
chr5	106221440	106221940	intragenic_bi_8779	-
chr5	106222140	106222640	intragenic_si_7446	-
chr5	106251773	106252273	intergenic_si_16633	+
chr5	106750388	106750888	intergenic_bi_8271	+
chr5	107596749	107597249	intragenic_bi_8783	+
chr5	107866603	107867103	intergenic_bi_8273	+
chr5	108309699	108310199	intergenic_bi_8275	+
chr5	108310305	108310805	intergenic_si_16652	-
chr5	108318926	108319426	intergenic_bi_8276	+
chr5	108389634	108390134	intragenic_si_7448	+
chr5	108429849	108430349	intergenic_si_16654	+
chr5	108739923	108740423	intergenic_si_16667	-
chr5	108879447	108879947	intergenic_si_16670	+
chr5	108880605	108881105	intergenic_si_16671	-
chr5	108883045	108883545	intergenic_bi_8288	+
chr5	109096376	109096876	intergenic_si_16681	-
chr5	109986307	109986807	intragenic_bi_8798	+
chr5	110523360	110523860	intergenic_bi_8296	+
chr5	110523890	110524390	intergenic_si_16697	-
chr5	111229939	111230439	intragenic_si_7457	+
chr5	111236836	111237336	intragenic_si_7458	+
chr5	111237259	111237759	intragenic_bi_8807	+
chr5	111288175	111288675	intragenic_bi_8808	-
chr5	111607457	111607957	intragenic_bi_8809	-
chr5	111765354	111765854	intragenic_si_7461	-
chr5	111845132	111845632	intergenic_bi_8308	+
chr5	111853161	111853661	intragenic_si_7462	-
chr5	111872584	111873084	intragenic_si_7463	-
chr5	111894592	111895092	intergenic_si_16707	+
chr5	111895062	111895562	intergenic_si_16708	-
chr5	111898516	111899016	intergenic_bi_8310	+
chr5	111899004	111899504	intergenic_si_16709	+
chr5	111899773	111900273	intergenic_bi_8311	+
chr5	111900040	111900540	intergenic_bi_8312	+
chr5	111935361	111935861	intergenic_bi_8313	+
chr5	111938026	111938526	intergenic_si_16712	+
chr5	112706789	112707289	intragenic_si_7464	-
chr5	112708741	112709241	intragenic_bi_8812	-
chr5	112719011	112719511	intragenic_bi_8813	-
chr5	112722686	112723186	intragenic_si_7465	-
chr5	112731232	112731732	intragenic_si_7466	-
chr5	113547671	113548171	intragenic_si_7467	+
chr5	113565974	113566474	intragenic_si_7468	+
chr5	113566948	113567448	intragenic_bi_8817	+
chr5	113568255	113568755	intragenic_bi_8818	+
chr5	113569212	113569712	intragenic_bi_8819	+
chr5	113569364	113569864	intragenic_si_7470	+
chr5	113570072	113570572	intragenic_si_7471	+
chr5	113570994	113571494	intragenic_si_7472	+
chr5	113577025	113577525	intragenic_si_7473	+
chr5	113582191	113582691	intragenic_bi_8820	+
chr5	113626422	113626922	intergenic_bi_8317	+
chr5	113631747	113632247	intergenic_si_16734	-
chr5	113633581	113634081	intergenic_si_16735	-
chr5	113637959	113638459	intergenic_si_16736	+
chr5	113638420	113638920	intergenic_si_16737	-
chr5	113640178	113640678	intergenic_si_16738	-
chr5	113646150	113646650	intergenic_si_16739	-
chr5	113648895	113649395	intergenic_bi_8318	+
chr5	113649449	113649949	intergenic_bi_8319	+
chr5	114240710	114241210	intergenic_si_16743	+
chr5	114240855	114241355	intergenic_bi_8323	+
chr5	114241033	114241533	intergenic_bi_8324	+
chr5	114583905	114584405	intragenic_si_7477	-
chr5	114595957	114596457	intergenic_bi_8329	+
chr5	114605157	114605657	intergenic_bi_8330	+
chr5	114605798	114606298	intergenic_si_16759	+
chr5	114606416	114606916	intergenic_si_16760	+
chr5	114606802	114607302	intergenic_bi_8331	+
chr5	114607270	114607770	intergenic_si_16762	-
chr5	114609553	114610053	intergenic_si_16763	+
chr5	114610371	114610871	intergenic_si_16764	+
chr5	114625552	114626052	intragenic_bi_8829	-
chr5	115002139	115002639	intergenic_bi_8333	+
chr5	115008059	115008559	intergenic_bi_8334	+
chr5	115008532	115009032	intergenic_si_16767	+
chr5	115010440	115010940	intergenic_bi_8335	+
chr5	115414486	115414986	intragenic_si_7482	+
chr5	115415258	115415758	intragenic_bi_8838	+
chr5	115418444	115418944	intragenic_si_7484	+
chr5	115422126	115422626	intergenic_si_16774	-
chr5	115422505	115423005	intergenic_bi_8337	+
chr5	115422911	115423411	intergenic_si_16775	+
chr5	115424190	115424690	intergenic_bi_8338	+
chr5	115424373	115424873	intergenic_si_16776	+
chr5	115425179	115425679	intergenic_si_16777	+
chr5	115550494	115550994	intragenic_bi_8841	-
chr5	115550725	115551225	intergenic_si_16789	+
chr5	115689498	115689998	intragenic_bi_8844	-
chr5	115747688	115748188	intragenic_bi_8846	-
chr5	115748055	115748555	intragenic_bi_8847	-
chr5	115748688	115749188	intragenic_bi_8848	-
chr5	115774740	115775240	intergenic_si_16797	-
chr5	115781900	115782400	intragenic_bi_8849	-
chr5	115783379	115783879	intragenic_bi_8850	-
chr5	115939127	115939627	intergenic_bi_8347	+
chr5	115939920	115940420	intergenic_bi_8348	+
chr5	115950323	115950823	intergenic_bi_8349	+
chr5	115964340	115964840	intragenic_bi_8853	-
chr5	115970510	115971010	intragenic_bi_8854	-
chr5	115971509	115972009	intragenic_bi_8855	-
chr5	115972975	115973475	intragenic_si_7487	-
chr5	115981956	115982456	intragenic_si_7488	-
